Class,text,header,pdfsize bins,metadata size bins,pages bins,xref Length bins,title characters bins,isEncrypted bins,embedded files bins,images bins,obj bins,endobj bins,stream bins,endstream bins,xref bins,trailer bins,startxref bins,pageno bins,encrypt bins,ObjStm bins,JS bins,Javascript bins,AA bins,OpenAction bins,Acroform bins,JBIG2Decode bins,RichMedia bins,launch bins,EmbeddedFile bins,XFA bins,Colors bins
1,1,15,7,1,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,2,10,45,12,0,50,23,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,7,16,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,15,121,1,8,177,0,0,0,0,29,29,0,0,1,1,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,10,121,61,11,127,7,0,0,0,29,29,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,45,14,0,100,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,21,8,16,0,7,26,0,0,0,44,44,31,49,10,10,6,7,0,0,7,8,2,0,0,0,0,0,0,0,0
1,1,15,45,7,0,50,0,0,0,0,56,94,25,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,45,1,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,81,27,11,100,0,0,0,0,18,18,0,0,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,45,16,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,2,15,127,32,11,113,28,0,0,4,60,98,26,44,4,4,11,23,0,0,1,1,5,0,0,0,0,0,0,0,0
1,1,21,121,10,0,100,26,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,40,16,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,21,121,10,0,100,26,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,52,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,10,121,38,11,100,37,0,0,0,18,18,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,121,16,0,127,0,0,0,0,29,29,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,15,121,16,0,155,0,0,0,0,40,40,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,15,45,5,0,343,0,0,0,0,18,18,36,54,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0
1,1,10,45,25,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,15,45,1,0,112,0,0,0,0,18,18,25,43,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,45,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,7,10,0,100,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,121,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,121,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,121,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,121,1,0,166,0,0,0,0,40,40,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,10,45,1,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,7,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,121,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,7,10,0,100,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,0,1,0,25,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,3,7,1,0,304,0,0,0,0,56,94,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,15,52,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,0,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,121,1,0,183,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,21,18,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,121,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21,0,1,0,23,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,18,121,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,15,121,1,0,304,0,0,0,0,40,40,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,21,45,1,0,50,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,45,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,24,18,20,0,127,0,0,0,0,29,29,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,10,112,27,0,50,26,0,0,0,7,7,36,54,0,0,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0
1,1,10,121,1,0,183,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,7,16,0,50,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,0,1,0,23,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,21,0,1,0,23,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,21,45,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,45,15,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,24,121,16,0,155,0,0,0,0,18,18,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,0,1,0,166,0,0,0,0,40,40,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,15,121,1,0,304,0,0,0,0,29,29,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,10,45,5,0,343,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,15,45,16,0,100,7,0,0,0,18,18,36,54,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0
1,1,21,7,10,0,100,26,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,3,121,1,0,304,0,0,0,0,56,94,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,15,0,15,0,50,0,0,0,0,18,18,0,0,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,7,1,0,304,0,0,0,0,46,52,24,39,0,0,1,0,0,5,0,0,0,0,2,0,0,0,9,0,0
1,1,10,121,1,0,304,0,0,0,0,7,7,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,15,7,36,11,127,7,0,0,0,29,29,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,0,1,0,23,0,0,0,0,29,29,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,112,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,21,121,43,11,50,37,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,7,16,0,50,0,0,0,0,7,7,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,121,1,5,209,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,15,7,16,0,50,0,0,0,0,18,18,0,0,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,7,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,2,10,45,13,0,304,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,121,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,121,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,0,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,121,1,0,304,0,0,0,0,18,18,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,0,1,0,23,0,0,0,0,18,18,25,43,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,1,3,121,1,0,304,0,0,0,0,56,94,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,10,121,1,10,274,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,3,7,10,0,100,26,0,0,0,56,94,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,2,10,94,25,0,304,14,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,121,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,7,16,0,50,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,121,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,21,7,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,6,121,1,0,304,0,0,0,0,18,18,25,43,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,1,21,45,8,0,127,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,7,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,10,121,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,18,0,1,0,166,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,121,16,0,50,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,45,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,6,121,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,15,112,39,0,50,7,0,0,0,7,7,0,0,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,10,0,100,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,2,21,52,33,0,72,37,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,24,121,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,7,1,0,304,0,0,0,0,29,29,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,45,14,0,100,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,2,15,45,16,0,50,30,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,25,21,0,224,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,7,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,45,1,0,304,0,0,0,0,56,94,25,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,23,121,1,0,304,0,0,0,0,46,0,24,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,9,0,0
1,2,21,121,24,0,304,7,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,0,1,0,21,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,121,16,0,155,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,10,0,100,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,0,1,0,166,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,3,18,45,24,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,15,121,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,38,24,0,298,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,3,10,112,40,0,50,7,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,121,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0
1,1,18,7,10,0,100,26,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,0,1,0,24,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,45,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,121,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,24,45,1,0,304,0,0,0,0,18,18,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,45,1,0,166,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,2,21,121,1,11,310,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,7,1,0,304,0,0,0,0,29,29,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,21,45,13,0,304,26,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,0,1,0,23,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,0,4,0,50,0,0,0,0,40,40,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,1,121,1,0,304,0,0,0,0,7,7,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,18,0,1,0,0,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,121,1,0,304,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,3,121,16,0,50,0,0,0,0,56,94,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,15,7,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,15,121,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,3,10,7,40,0,50,7,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,15,121,1,11,36,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,15,121,1,0,304,0,0,0,0,7,7,0,0,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,10,0,100,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,0,1,0,21,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,7,1,0,304,0,0,0,0,7,7,0,0,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,134,27,0,100,14,0,2,0,56,94,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,15,121,1,0,304,0,0,0,0,29,29,25,43,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21,121,1,0,304,0,0,0,0,18,18,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,15,52,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,15,121,10,0,100,26,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,21,45,5,0,298,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,0,1,0,23,0,0,0,0,18,18,36,54,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,21,40,15,0,155,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,21,0,1,0,166,0,0,0,0,40,40,25,43,5,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,1,1,63,1,0,304,0,0,0,0,7,7,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,34,7,10,0,100,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,15,7,63,11,127,7,0,0,0,7,7,0,0,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,121,1,0,304,0,0,0,0,29,29,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,45,14,0,50,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,24,45,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,45,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,0,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,1,121,39,11,100,37,0,0,0,7,7,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,18,7,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,3,10,112,38,0,50,7,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,1,0,1,0,23,0,0,0,0,7,7,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,2,3,45,16,0,100,7,0,0,0,56,94,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,21,7,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,45,1,0,166,0,0,0,0,29,29,36,54,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,121,1,0,304,0,0,0,0,7,7,0,0,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,121,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,7,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,121,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,45,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0
1,1,10,121,1,0,183,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,15,45,13,0,304,26,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,0,4,0,50,0,0,0,0,56,94,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,1,7,10,0,100,26,0,0,0,7,7,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,2,3,125,32,0,155,28,0,0,0,56,94,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,15,45,1,0,304,0,0,0,0,7,7,0,0,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,3,21,0,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,121,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,24,45,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,12,121,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,121,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,10,0,100,26,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,0,1,0,166,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,3,21,112,31,0,50,7,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,45,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
