Class,text,header,pdfsize bins,metadata size bins,pages bins,xref Length bins,title characters bins,isEncrypted bins,embedded files bins,images bins,obj bins,endobj bins,stream bins,xref bins,trailer bins,startxref bins,pageno bins,encrypt bins,ObjStm bins,JS bins,Javascript bins,AA bins,OpenAction bins,Acroform bins,JBIG2Decode bins,RichMedia bins,launch bins,EmbeddedFile bins,XFA bins,Colors bins
1,1,10,45,25,0,7,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,15,45,1,0,132,0,0,0,0,18,18,43,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,1,10,7,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,45,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,10,7,10,0,18,26,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,90,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,10,90,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,90,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,90,1,0,45,0,0,0,0,40,40,43,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,10,45,1,0,7,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,45,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,7,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,90,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,7,10,0,18,26,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,0,1,0,132,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,3,7,1,0,135,0,0,0,0,76,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15,52,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,0,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,90,1,0,55,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,21,18,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,90,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21,0,1,0,132,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,18,90,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,15,90,1,0,135,0,0,0,0,40,40,43,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,21,45,1,0,7,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,10,45,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,45,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,24,18,20,0,29,0,0,0,0,29,29,43,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,10,88,27,0,7,26,0,0,0,7,7,62,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,90,1,0,55,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,7,16,0,7,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,0,1,0,132,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,21,0,1,0,132,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,21,45,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,10,45,15,0,7,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,45,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,45,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,24,90,16,0,40,0,0,0,0,18,18,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,0,1,0,45,0,0,0,0,40,40,43,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,15,90,1,0,135,0,0,0,0,29,29,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,10,45,5,0,132,0,0,0,0,7,7,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,15,45,16,0,18,7,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21,7,10,0,18,26,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,3,90,1,0,135,0,0,0,0,76,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15,0,15,0,7,0,0,0,0,18,18,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,7,1,0,135,0,0,0,0,52,52,39,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,0,0
1,1,10,90,1,0,135,0,0,0,0,7,7,43,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,15,7,36,5,29,7,0,0,0,29,29,43,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,0,1,0,132,0,0,0,0,29,29,43,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,88,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,21,90,43,5,7,37,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,10,7,16,0,7,0,0,0,0,7,7,43,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,90,1,1,74,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,15,7,16,0,7,0,0,0,0,18,18,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,7,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,2,10,45,13,0,135,26,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,45,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,7,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,90,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,90,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,0,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,90,1,0,135,0,0,0,0,18,18,43,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,0,1,0,132,0,0,0,0,18,18,43,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,1,3,90,1,0,135,0,0,0,0,76,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,90,1,4,129,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,3,7,10,0,18,26,0,0,0,76,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,10,85,25,0,135,13,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,90,1,0,135,0,0,0,0,76,76,0,1,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,7,16,0,7,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,90,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,21,7,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,6,90,1,0,135,0,0,0,0,18,18,43,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,1,21,45,8,0,29,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,7,1,0,135,0,0,0,0,7,7,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,90,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,18,0,1,0,45,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,90,16,0,7,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,45,1,0,135,0,0,0,0,7,7,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,90,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,15,88,39,0,7,7,0,0,0,7,7,0,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,10,0,18,26,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,2,21,52,33,0,132,37,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,24,90,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,7,1,0,135,0,0,0,0,29,29,43,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,45,14,0,18,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,2,15,45,16,0,7,30,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,25,21,0,85,0,0,0,0,7,7,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,7,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,45,1,0,135,0,0,0,0,76,76,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,23,90,1,0,135,0,0,0,0,52,0,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0
1,2,21,90,24,0,135,7,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,10,0,1,0,132,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,90,16,0,40,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,10,0,18,26,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,0,1,0,45,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,3,18,45,24,0,7,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,15,90,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,38,24,0,134,26,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,3,10,88,40,0,7,7,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,90,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,18,7,10,0,18,26,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,7,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,0,1,0,132,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,10,45,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,90,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,24,45,1,0,135,0,0,0,0,18,18,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,45,1,0,45,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,2,21,90,1,5,136,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,7,1,0,135,0,0,0,0,29,29,43,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,21,45,13,0,135,26,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,10,0,1,0,132,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,0,4,0,7,0,0,0,0,40,40,43,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,1,90,1,0,135,0,0,0,0,7,7,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,18,0,1,0,0,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,90,1,0,135,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,3,90,16,0,7,0,0,0,0,76,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15,7,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,15,90,1,0,135,0,0,0,0,7,7,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,10,7,40,0,7,7,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,15,90,1,5,4,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,15,90,1,0,135,0,0,0,0,7,7,0,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,10,0,18,26,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,0,1,0,132,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,7,1,0,135,0,0,0,0,7,7,0,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,83,27,0,18,13,0,2,0,76,76,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,15,90,1,0,135,0,0,0,0,29,29,43,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21,90,1,0,135,0,0,0,0,18,18,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,15,52,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,15,90,10,0,18,26,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,21,45,5,0,134,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,0,1,0,132,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,7,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,21,40,15,0,40,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,21,0,1,0,45,0,0,0,0,40,40,43,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,63,1,0,135,0,0,0,0,7,7,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,34,7,10,0,18,26,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,15,7,63,5,29,7,0,0,0,7,7,0,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,90,1,0,135,0,0,0,0,29,29,43,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,45,14,0,7,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,24,45,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,45,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,0,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,1,90,39,5,18,37,0,0,0,7,7,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,7,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,18,7,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,3,10,88,38,0,7,7,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,1,0,1,0,132,0,0,0,0,7,7,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,2,3,45,16,0,18,7,0,0,0,76,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21,7,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,10,45,1,0,45,0,0,0,0,29,29,62,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,90,1,0,135,0,0,0,0,7,7,0,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,90,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,10,7,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,90,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,45,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,90,1,0,55,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,15,45,13,0,135,26,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,0,4,0,7,0,0,0,0,76,76,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,1,7,10,0,18,26,0,0,0,7,7,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,2,3,91,32,0,40,28,0,0,0,76,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15,45,1,0,135,0,0,0,0,7,7,0,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,3,21,0,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,10,90,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,24,45,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,12,90,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,7,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,90,1,0,135,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,45,1,0,135,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,10,0,18,26,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,0,1,0,45,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,3,21,88,31,0,7,7,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,15,45,1,0,135,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,21,7,14,0,135,26,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,2,0,0,0,7,2,0
1,1,10,45,14,0,7,0,0,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,0,1,0,132,0,0,0,0,7,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,45,10,0,7,0,2,0,0,76,76,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,45,1,0,45,0,0,0,0,18,18,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,90,1,0,135,0,0,0,0,76,76,0,1,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0
1,1,18,7,1,0,135,0,0,0,0,3,3,55,8,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
